"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Site_ID","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes"
8356,"2020-02-07",8821,"Wang",NA,"Q01","JJ","China","Zhejiang","Linan","CN-ZJ-SITEI",2012,1,30.23,119.7,175,"Fertilized","188 kg N ha-1, 488 kg k ha-1",21,NA,"Castanea mollissima","Subtropical","Plantation","Managed","Deciduous","Aggrading","Red soil","Dry",NA,9.53,NA,NA,NA,15.8,1424,NA,NA,NA,"Gas chromatography",10,NA,900,"9to11",30,1,NA,459.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8357,"2020-02-07",8821,"Wang",NA,"Q01","JJ","China","Zhejiang","Linan","CN-ZJ-SITEII",2012,1,30.23,119.7,175,"Fertilized","188 kg N ha-1, 488 kg k ha-1",21,NA,"Castanea mollissima","Subtropical","Plantation","Managed","Deciduous","Aggrading","Red soil","Dry",NA,9.53,NA,NA,NA,15.8,1424,NA,NA,NA,"Gas chromatography",10,NA,900,"9to11",30,1,NA,481.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8358,"2020-02-07",8894,"Li",NA,"Q01","JM","China","Inner Mongolia","Duolun County","CN-IM-CK",2013.5,1,42.02,116.17,1341,"None",NA,NA,NA,"Stipa krylovii","Temperate","Grassland","Managed","Deciduous",NA,"Chesnut","Dry",1.31,NA,62.8,20.3,17,2.1,385.5,NA,NA,NA,"IRGA",NA,5.5,314,"8to11",14,0.42,"Exclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rh_growingseason: 0.7141, Ra_growingseason:0.7212"
8359,"2020-02-07",8894,"Li",NA,"Q01","JM","China","Inner Mongolia","Duolun County","CN-IM-2GN",2013.5,1,42.02,116.17,1341,"Fertilized","2 g N  m-1 yr-1",NA,NA,"Stipa krylovii","Temperate","Grassland","Managed","Deciduous",NA,"Chesnut","Dry",1.31,NA,62.8,20.3,17,2.1,385.5,NA,NA,NA,"IRGA",NA,5.5,314,"8to11",14,0.42,"Exclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rh_growingseason: 0.7313, Ra_growingseason: 0.7309"
8360,"2020-02-07",8894,"Li",NA,"Q01","JM","China","Inner Mongolia","Duolun County","CN-IM-4GN",2013.5,1,42.02,116.17,1341,"Fertilized","4 g N  m-1 yr-1",NA,NA,"Stipa krylovii","Temperate","Grassland","Managed","Deciduous",NA,"Chesnut","Dry",1.31,NA,62.8,20.3,17,2.1,385.5,NA,NA,NA,"IRGA",NA,5.5,314,"8to11",14,0.42,"Exclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rh_growingseason: 1.0206, Ra_growingseason: 0.8037"
8361,"2020-02-07",8894,"Li",NA,"Q01","JM","China","Inner Mongolia","Duolun County","CN-IM-8GN",2013.5,1,42.02,116.17,1341,"Fertilized","8 g N  m-1 yr-1",NA,NA,"Stipa krylovii","Temperate","Grassland","Managed","Deciduous",NA,"Chesnut","Dry",1.31,NA,62.8,20.3,17,2.1,385.5,NA,NA,NA,"IRGA",NA,5.5,314,"8to11",14,0.42,"Exclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rh_growingseason: 0.6451, Ra_growingseason: 0.804"
8362,"2020-02-07",8894,"Li",NA,"Q01","JM","China","Inner Mongolia","Duolun County","CN-IM-16GN",2013.5,1,42.02,116.17,1341,"Fertilized","16 g N  m-1 yr-1",NA,NA,"Stipa krylovii","Temperate","Grassland","Managed","Deciduous",NA,"Chesnut","Dry",1.31,NA,62.8,20.3,17,2.1,385.5,NA,NA,NA,"IRGA",NA,5.5,314,"8to11",14,0.42,"Exclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rh_growingseason: 0.5598, Ra_growingseason: 0.7957"
8363,"2020-02-07",8894,"Li",NA,"Q01","JM","China","Inner Mongolia","Duolun County","CN-IM-32GN",2013.5,1,42.02,116.17,1341,"Fertilized","32 g N  m-1 yr-1",NA,NA,"Stipa krylovii","Temperate","Grassland","Managed","Deciduous",NA,"Chesnut","Dry",1.31,NA,62.8,20.3,17,2.1,385.5,NA,NA,NA,"IRGA",NA,5.5,314,"8to11",14,0.42,"Exclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rh_growingseason: 0.7551, Ra_growingseason: 0.6269"
8386,"2020-02-07",8910,"Cheng",NA,"Q1","JJ","China","Shanxi","Lingkong Mountain","CN-SX-CK",2010,1,36.62,112.13,1619,"None",NA,16,NA,"P. tabulaeformis","Temperate","Plantation","Managed","Evergreen","Aggrading",NA,"Dry",1.21,6.09,NA,NA,NA,8.6,656.7,NA,NA,NA,"IRGA",4.5,1.5,314,"10to16",15,0.5,"Exclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8387,"2020-02-07",8910,"Cheng",NA,"Q1","JJ","China","Shanxi","Lingkong Mountain","CN-SX-LT",2010,1,36.62,112.13,1619,"None",NA,16,NA,"P. tabulaeformis","Temperate","Plantation","Managed","Evergreen","Aggrading",NA,"Dry",1.11,6.97,NA,NA,NA,8.6,656.7,NA,NA,NA,"IRGA",4.5,1.5,314,"10to16",15,0.5,"Exclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8388,"2020-02-07",8910,"Cheng",NA,"Q1","JJ","China","Shanxi","Lingkong Mountain","CN-SX-MT",2010,1,36.62,112.13,1619,"None",NA,16,NA,"P. tabulaeformis","Temperate","Plantation","Managed","Evergreen","Aggrading",NA,"Dry",1.14,7.88,NA,NA,NA,8.6,656.7,NA,NA,NA,"IRGA",4.5,1.5,314,"10to16",15,0.5,"Exclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8389,"2020-02-07",8910,"Cheng",NA,"Q1","JJ","China","Shanxi","Lingkong Mountain","CN-SX-HT",2010,1,36.62,112.13,1619,"None",NA,16,NA,"P. tabulaeformis","Temperate","Plantation","Managed","Evergreen","Aggrading",NA,"Dry",1.09,7.39,NA,NA,NA,8.6,656.7,NA,NA,NA,"IRGA",4.5,1.5,314,"10to16",15,0.5,"Exclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8390,"2020-02-07",8911,"Zhu",NA,"Q1","JJ","China","Tibet","HBAMERS","CN-TB-NW",2011,3,37.6,101.2,3200,"None",NA,NA,NA,"Kobresia humilis, Festuca ovina, Elymus nutans",NA,"Meadow","Natural","Deciduous","Mature",NA,"Dry",NA,NA,NA,NA,NA,NA,450,NA,NA,NA,"Gas chromatography",NA,5,706.5,"9to11",8.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FIgure 2"
8391,"2020-02-07",8911,"Zhu",NA,"Q1","JJ","China","Tibet","HBAMERS","CN-TB-W",2011,3,37.6,101.2,3200,"Warmed",NA,NA,NA,"Kobresia humilis, Festuca ovina, Elymus nutans",NA,"Meadow","Natural","Deciduous","Mature",NA,"Dry",NA,NA,NA,NA,NA,NA,450,NA,NA,NA,"Gas chromatography",NA,5,706.5,"9to11",8.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8393,"2020-02-08",8922,"Liang",NA,"Q1","JJ","China","Hubei","Langfang Agricultural Station","CN-HB",2009,NA,39.6,116.6,18,"None",NA,NA,NA,"Triticum aestivum","Temperate","Agriculture","Managed","Deciduous",NA,"Silt loam","Dry",NA,66.67,NA,NA,NA,11.9,550,NA,NA,NA,"IRGA",10,8,314,"9to11",30,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8395,"2020-02-09",8941,"Liu",NA,"Q1","JJ","China","Great Xing'an Mountains",NA,"CN-DXAL-NFMF",2011.5,2,51.137,125.144,NA,"None",NA,NA,NA,"Carex meyeriana",NA,"Wetland","Natural",NA,NA,NA,"Wet",NA,NA,NA,NA,NA,-2,400,NA,NA,NA,"IRGA",NA,NA,2500,"9to11",120,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8396,"2020-02-09",8941,"Liu",NA,"Q1","JJ","China","Great Xing'an Mountains",NA,"CN-DXAL-NFM",2011.5,2,51.136,125.143,NA,"None",NA,NA,NA,"Carex meyeriana",NA,"Wetland","Natural",NA,NA,NA,"Wet",NA,NA,NA,NA,NA,-2,400,NA,NA,NA,"IRGA",NA,NA,2500,"9to11",120,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8397,"2020-02-09",8941,"Liu",NA,"Q1","JJ","China","Great Xing'an Mountains",NA,"CN-DXAL-FM",2011.5,2,51.132,125.137,NA,"None",NA,NA,NA,"Carex meyeriana",NA,"Wetland","Natural",NA,NA,NA,"Wet",NA,NA,NA,NA,NA,-2,400,NA,NA,NA,"IRGA",NA,NA,2500,"9to11",120,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8405,"2020-02-09",8974,"Li",NA,"Q01","JJ","China","Jiangxi","Taihe city","CN-JX-CK",2013,1,26.73,115.05,NA,"None","None",NA,3,"Pinus massoniana","Subtropical","Forest","Managed","Evergreen","Aggrading",NA,"Dry",1.54,18.58,NA,NA,NA,17.9,1505,NA,NA,NA,"Gas chromatography",NA,NA,2500,"9to11",4,1,NA,466,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2"
8406,"2020-02-09",8974,"Li",NA,"Q01","JJ","China","Jiangxi","Taihe city","CN-JX-A40",2013,1,26.73,115.05,NA,"Fertilized","40 kg N ha-1",NA,3,"Pinus massoniana","Subtropical","Forest","Managed","Evergreen","Aggrading",NA,"Dry",1.54,18.58,NA,NA,NA,17.9,1505,NA,NA,NA,"Gas chromatography",NA,NA,2500,"9to11",4,1,NA,517,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2"
8407,"2020-02-09",8974,"Li",NA,"Q01","JJ","China","Jiangxi","Taihe city","CN-JX-N40",2013,1,26.73,115.05,NA,"Fertilized","40 kg N ha-1",NA,3,"Pinus massoniana","Subtropical","Forest","Managed","Evergreen","Aggrading",NA,"Dry",1.54,18.58,NA,NA,NA,17.9,1505,NA,NA,NA,"Gas chromatography",NA,NA,2500,"9to11",4,1,NA,686,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2"
8408,"2020-02-09",8974,"Li",NA,"Q01","JJ","China","Jiangxi","Taihe city","CN-JX-A120",2013,1,26.73,115.05,NA,"Fertilized","120 kg N ha-1",NA,3,"Pinus massoniana","Subtropical","Forest","Managed","Evergreen","Aggrading",NA,"Dry",1.54,18.58,NA,NA,NA,17.9,1505,NA,NA,NA,"Gas chromatography",NA,NA,2500,"9to11",4,1,NA,512,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2"
8409,"2020-02-09",8974,"Li",NA,"Q01","JJ","China","Jiangxi","Taihe city","CN-JX-N140",2013,1,26.73,115.05,NA,"Fertilized","120 kg N ha-1",NA,3,"Pinus massoniana","Subtropical","Forest","Managed","Evergreen","Aggrading",NA,"Dry",1.54,18.58,NA,NA,NA,17.9,1505,NA,NA,NA,"Gas chromatography",NA,NA,2500,"9to11",4,1,NA,434,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2"
8503,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-GRAZ4400",2012.5,1,30.52,91.05,4400,"Grazing",NA,NA,NA,"Stipa capillacea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,NA,30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8504,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-GRAZ4500",2012.5,1,30.52,91.05,4500,"Grazing",NA,NA,NA,"Stipa capillacea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,NA,30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8505,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-GRAZ4650",2012.5,1,30.52,91.05,4650,"Grazing",NA,NA,NA,"Stipa capillacea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,NA,30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1138.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8506,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-GRAZ4800",2012.5,1,30.52,91.05,4800,"Grazing",NA,NA,NA,"Kobresia pygmaea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,NA,30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1188.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8507,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-GRAZ4950",2012.5,1,30.52,91.05,4950,"Grazing",NA,NA,NA,"Kobresia pygmaea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,NA,30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1396.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8508,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-GRAZ5100",2012.5,1,30.52,91.05,5100,"Grazing",NA,NA,NA,"Kobresia pygmaea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,NA,30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8509,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-FENCE4400",2012.5,1,30.52,91.05,4400,"Fenced",NA,NA,NA,"Stipa capillacea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,NA,30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8510,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-FENCE4500",2012.5,1,30.52,91.05,4500,"Fenced",NA,NA,NA,"Stipa capillacea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,NA,30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8511,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-FENCE4650",2012.5,1,30.52,91.05,4650,"Fenced",NA,NA,NA,"Stipa capillacea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,NA,30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1318.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8512,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-FENCE4800",2012.5,1,30.52,91.05,4800,"Fenced",NA,NA,NA,"Kobresia pygmaea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,NA,30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1456.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8513,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-FENCE4950",2012.5,1,30.52,91.05,4950,"Fenced",NA,NA,NA,"Kobresia pygmaea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,NA,30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1706.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8514,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-FENCE5100",2012.5,1,30.52,91.05,5100,"Fenced",NA,NA,NA,"Kobresia pygmaea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,NA,30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1182.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8515,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-GRAZ4400",2013.5,1,30.52,91.05,4400,"Grazing",NA,NA,NA,"Stipa capillacea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,"8to18",30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8516,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-GRAZ4500",2013.5,1,30.52,91.05,4500,"Grazing",NA,NA,NA,"Stipa capillacea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,"8to18",30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8517,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-GRAZ4650",2013.5,1,30.52,91.05,4650,"Grazing",NA,NA,NA,"Stipa capillacea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,"8to18",30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8518,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-GRAZ4800",2013.5,1,30.52,91.05,4800,"Grazing",NA,NA,NA,"Kobresia pygmaea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,"8to18",30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8519,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-GRAZ4950",2013.5,1,30.52,91.05,4950,"Grazing",NA,NA,NA,"Kobresia pygmaea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,"8to18",30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1562.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8520,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-GRAZ5100",2013.5,1,30.52,91.05,5100,"Grazing",NA,NA,NA,"Kobresia pygmaea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,"8to18",30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1423.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8521,"2020-02-14",11305,"Zhao",NA,"Q01","JM","China","Qinghai Province",NA,"CN-QH-FENCE4400",2013.5,1,30.52,91.05,4400,"Fenced",NA,NA,NA,"Stipa capillacea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,1.8,479,NA,NA,NA,"IRGA",NA,3,314,"8to18",30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
